Probe-gallery Pair ID,Probe_img_path,Gallery_img_path,Probe Age,Gallery Age,Probe Gender,Gallery Gender,Probe Weight,Gallery Weight,Comparison Type,Original Score,Decision Threshold,Original Decision,Decision Type,Face Beautification or Face Coding,Face Beautification Tool,Filtred_probe_img_path,Score After Beautification,Decision After Beautification,Decision Type Beautification,Face Coding Tool,PSNR-YUV,MS-SSIM,Decoded_probe_img_path,Score After Coding,Decision After Coding,Decision Type Coding,Face Verification Tool,Face Verification Explainability Tool,Similar_region_HM_path
"""1""","""DATASET/Original/Probe/Ashton_Kutcher_0003.jpg""","""DATASET/Original/Gallery/Ashton_Kutcher_0001.jpg""",23,23,Man,Man,64,72,Genuine,0.4827,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG AI at 0.75 bpp,41.15,0.9973,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.75/Ashton_Kutcher_0003.png""",0.4339,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.75/Ashton_Kutcher_0003_Ashton_Kutcher_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",33,25,Man,Man,85,82,Genuine,0.8917,0.835,NO,False Negative,Select,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",33,25,Man,Man,85,82,Genuine,0.8917,0.835,NO,False Negative,Face Beautification,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",33,25,Man,Man,85,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",33,25,Man,Man,81,82,Genuine,0.8917,0.835,NO,False Negative,Face Beautification,Thinner Face,"""DATASET/Beautification/Filter_1_Thinner_face/Larry_Pleau_0002.jpg""",0.9346,NO,False Negative,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_1_Thinner_face/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",31,25,Man,Man,78,82,Genuine,0.8917,0.835,NO,False Negative,Face Beautification,Relax You Pretty,"""DATASET/Beautification/Filter_2_Relax_You_Pretty/Larry_Pleau_0002.jpg""",0.9088,NO,False Negative,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_2_Relax_You_Pretty/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",30,25,Man,Man,80,82,Genuine,0.8917,0.835,NO,False Negative,Face Beautification,Glam Grain,"""DATASET/Beautification/Filter_3_Glam_grain/Larry_Pleau_0002.jpg""",0.9226,NO,False Negative,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_3_Glam_grain/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",30,25,Man,Man,85,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG at 10 QF,30.12,0.9488,"""DATASET/Coding/JPEG/JPEG_Q=10/Larry_Pleau_0002.png""",0.9422,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG/JPEG_Q=10/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",33,25,Man,Man,92,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG at 25 QF,34.43,0.9782,"""DATASET/Coding/JPEG/JPEG_Q=25/Larry_Pleau_0002.png""",0.9303,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG/JPEG_Q=25/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",34,25,Man,Man,83,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG at 45 QF,38.58,0.9877,"""DATASET/Coding/JPEG/JPEG_Q=45/Larry_Pleau_0002.png""",0.9379,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG/JPEG_Q=45/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",32,25,Man,Man,84,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG at 75 QF,45.52,0.9979,"""DATASET/Coding/JPEG/JPEG_Q=75/Larry_Pleau_0002.png""",0.9375,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG/JPEG_Q=75/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",27,25,Man,Man,63,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG AI at 0.06 bpp,34.02,0.9648,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.06/Larry_Pleau_0002.png""",0.9879,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.06/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",31,25,Man,Man,62,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG AI at 0.12 bpp,36.67,0.9827,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.12/Larry_Pleau_0002.png""",0.9712,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.12/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",31,25,Man,Man,68,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG AI at 0.25 bpp,38.01,0.9884,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.25/Larry_Pleau_0002.png""",0.9447,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.25/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",32,25,Man,Man,76,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG AI at 0.50 bpp,40.53,0.9956,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.50/Larry_Pleau_0002.png""",0.9313,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.50/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""2""","""DATASET/Original/Probe/Larry_Pleau_0002.jpg""","""DATASET/Original/Gallery/Larry_Pleau_0001.jpg""",33,25,Man,Man,75,82,Genuine,0.8917,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,JPEG AI at 0.75 bpp,41.7,0.9973,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.75/Larry_Pleau_0002.png""",0.9495,NO,False Negative,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.75/Larry_Pleau_0002_Larry_Pleau_0001.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",40,34,Man,Man,86,93,Genuine,0.2682,0.835,YES,True Positive,Select,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",40,34,Man,Man,86,93,Genuine,0.2682,0.835,YES,True Positive,Face Beautification,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",40,34,Man,Man,86,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",36,36,Man,Man,82,93,Genuine,0.2682,0.835,YES,True Positive,Face Beautification,Thinner Face,"""DATASET/Beautification/Filter_1_Thinner_face/Allan_Houston_0004.jpg""",0.2678,YES,True Positive,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_1_Thinner_face/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",36,34,Man,Man,80,93,Genuine,0.2682,0.835,YES,True Positive,Face Beautification,Relax You Pretty,"""DATASET/Beautification/Filter_2_Relax_You_Pretty/Allan_Houston_0004.jpg""",0.3192,YES,True Positive,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_2_Relax_You_Pretty/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",35,34,Man,Man,81,93,Genuine,0.2682,0.835,YES,True Positive,Face Beautification,Glam Grain,"""DATASET/Beautification/Filter_3_Glam_grain/Allan_Houston_0004.jpg""",0.3641,YES,True Positive,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_3_Glam_grain/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",36,34,Man,Man,79,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG at 10 QF,28.45,0.9567,"""DATASET/Coding/JPEG/JPEG_Q=10/Allan_Houston_0004.png""",0.275,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG/JPEG_Q=10/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",38,34,Man,Man,83,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG at 25 QF,32.06,0.9817,"""DATASET/Coding/JPEG/JPEG_Q=25/Allan_Houston_0004.png""",0.302,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG/JPEG_Q=25/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",42,34,Man,Man,87,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG at 45 QF,35.04,0.9902,"""DATASET/Coding/JPEG/JPEG_Q=45/Allan_Houston_0004.png""",0.2734,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG/JPEG_Q=45/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",41,34,Man,Man,84,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG at 75 QF,42.28,0.9982,"""DATASET/Coding/JPEG/JPEG_Q=75/Allan_Houston_0004.png""",0.2856,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG/JPEG_Q=75/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",31,34,Man,Man,68,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG AI at 0.06 bpp,30.14,0.9701,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.06/Allan_Houston_0004.png""",0.3926,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.06/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",37,34,Man,Man,80,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG AI at 0.12 bpp,32.58,0.9858,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.12/Allan_Houston_0004.png""",0.2827,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.12/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",39,34,Man,Man,83,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG AI at 0.25 bpp,34.1,0.9911,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.25/Allan_Houston_0004.png""",0.298,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.25/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",41,34,Man,Man,84,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG AI at 0.50 bpp,36.48,0.996,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.50/Allan_Houston_0004.png""",0.2852,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.50/Allan_Houston_0004_Allan_Houston_0003.png"""
"""3""","""DATASET/Original/Probe/Allan_Houston_0004.jpg""","""DATASET/Original/Gallery/Allan_Houston_0003.jpg""",40,34,Man,Man,88,93,Genuine,0.2682,0.835,YES,True Positive,Face Coding,Select,None,None,None,None,JPEG AI at 0.75 bpp,37.32,0.9968,"""DATASET/Coding/JPEG_AI/JPEG_AI_BR=0.75/Allan_Houston_0004.png""",0.2744,YES,True Positive,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Coding/JPEG_AI/JPEG_AI_BR=0.75/Allan_Houston_0004_Allan_Houston_0003.png"""
"""4""","""DATASET/Original/Probe/Infanta_Cristina_0002.jpg""","""DATASET/Original/Gallery/Infanta_Cristina_0004.jpg""",39,38,Man,Man,80,68,Genuine,0.9812,0.835,NO,False Negative,Select,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Infanta_Cristina_0002_Infanta_Cristina_0004.png"""
"""4""","""DATASET/Original/Probe/Infanta_Cristina_0002.jpg""","""DATASET/Original/Gallery/Infanta_Cristina_0004.jpg""",39,38,Man,Man,80,68,Genuine,0.9812,0.835,NO,False Negative,Face Beautification,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Infanta_Cristina_0002_Infanta_Cristina_0004.png"""
"""4""","""DATASET/Original/Probe/Infanta_Cristina_0002.jpg""","""DATASET/Original/Gallery/Infanta_Cristina_0004.jpg""",39,38,Man,Man,80,68,Genuine,0.9812,0.835,NO,False Negative,Face Coding,Select,None,None,None,None,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Original/Infanta_Cristina_0002_Infanta_Cristina_0004.png"""
"""4""","""DATASET/Original/Probe/Infanta_Cristina_0002.jpg""","""DATASET/Original/Gallery/Infanta_Cristina_0004.jpg""",38,38,Man,Man,77,68,Genuine,0.9812,0.835,NO,False Negative,Face Beautification,Thinner Face,"""DATASET/Beautification/Filter_1_Thinner_face/Infanta_Cristina_0002.jpg""",0.9423,NO,False Negative,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_1_Thinner_face/Infanta_Cristina_0002_Infanta_Cristina_0004.png"""
"""4""","""DATASET/Original/Probe/Infanta_Cristina_0002.jpg""","""DATASET/Original/Gallery/Infanta_Cristina_0004.jpg""",38,38,Woman,Man,77,68,Genuine,0.9812,0.835,NO,True Positive,Face Beautification,Relax You Pretty,"""DATASET/Beautification/Filter_2_Relax_You_Pretty/Infanta_Cristina_0002.jpg""",0.4188,YES,True Positive,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_2_Relax_You_Pretty/Infanta_Cristina_0002_Infanta_Cristina_0004.png"""
"""4""","""DATASET/Original/Probe/Infanta_Cristina_0002.jpg""","""DATASET/Original/Gallery/Infanta_Cristina_0004.jpg""",37,38,Woman,Man,78,68,Genuine,0.9812,0.835,NO,False Negative,Face Beautification,Glam Grain,"""DATASET/Beautification/Filter_3_Glam_grain/Infanta_Cristina_0002.jpg""",0.9734,NO,False Negative,Select,None,None,None,None,None,None,ArcFace,FV_RISE (IT),"""DATASET/Explainability/FR_RISE/Beautification/Filter_3_Glam_grain/Infanta_Cristina_0002_Infanta_Cristina_0004.png"""
